Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Werribee,3 Newark Cl,3,h,1056532,SN,Barry,2017-09-16,14.7,3030,3,1,2,690,139,1970,Wyndham City Council,-37.89445,144.6326,Western Metropolitan,16166
St Albans,2/12 Station Av,2,h,763562,SN,Ray,2017-06-03,14.0,3021,3,1,2,592,92,1970,Brimbank City Council,-37.742888888888885,144.8053011111111,Western Metropolitan,14042
Greenvale,10 Barlby Ct,3,h,715000,S,Barry,2017-11-18,20.4,3059,3,2,2,790,193,1990,Hume City Council,-37.6558,144.8958,Northern Metropolitan,4864
Edithvale,47A Fraser Av,3,h,870000,SP,Ray,2017-12-09,27.0,3196,3,2,2,528,139,1970,Kingston City Council,-38.03877,145.11422,South-Eastern Metropolitan,2546
Brooklyn,3/18 Cypress Av,1,h,370000,SP,Greg,2017-06-03,6.4,3012,3,1,2,207,52,1970,Brimbank City Council,-37.82001,144.84245,Western Metropolitan,962
Airport West,50 Marshall Rd,4,t,910000,S,Jellis,2018-02-17,10.4,3042,4,3,2,306,216,1970,Moonee Valley City Council,-37.7173,144.88754,Western Metropolitan,3464
Bellfield,121 Liberty Pde,3,h,900000,S,Miles,2017-09-23,8.8,3081,3,1,2,271,139,1970,Banyule City Council,-37.75098,145.03334,Eastern Metropolitan,790
Doncaster,3/103 Church Rd,3,t,1102200,SP,Jellis,2017-02-25,13.9,3108,3,2,2,233,175,2012,Manningham City Council,-37.7881,145.1371,Eastern Metropolitan,9028
Templestowe,5 Timothy Ct,5,h,2300000,PI,Ray,2017-08-12,15.5,3106,5,3,3,4001,335,1995,Manningham City Council,-37.74508,145.15341,Eastern Metropolitan,6202
Glenroy,2/4 Ash Ct,2,h,270000,PI,Ray,2016-07-30,13.0,3046,2,1,1,155,155,2000,Moreland City Council,-37.6972,144.9239,Northern Metropolitan,8870
Ivanhoe,66 Hawker St,3,h,1230000,VB,Nelson,2017-09-23,7.8,3079,3,2,2,463,180,2006,Banyule City Council,-37.7597,145.03769,Eastern Metropolitan,5549
Cheltenham,9 Allnutt Ct,3,h,800000,PI,Ray,2018-01-06,17.9,3192,3,1,2,585,123,1965,Bayside City Council,-37.9685,145.07538,Southern Metropolitan,9758
Elwood,59 Spray St,3,h,1911000,S,Marshall,2017-03-04,7.7,3184,3,1,2,327,139,1900,Port Phillip City Council,-37.8846,144.9879,Southern Metropolitan,8989
Elwood,20/8 Robert St,1,u,291500,SP,hockingstuart,2017-12-09,7.2,3184,3,1,2,399,52,1970,Port Phillip City Council,-37.8805525,144.98612812500002,Southern Metropolitan,8989
Wheelers Hill,12 Bellini Av,4,h,1155000,S,Ray,2017-05-27,16.7,3150,3,1,2,673,216,1970,Monash City Council,-37.90711999999999,145.17892750000001,South-Eastern Metropolitan,7392
Brighton,8 Sargon Gr,4,h,1359154,PN,Biggin,2016-12-03,11.2,3186,4,2,2,525,146,1915,Bayside City Council,-37.8939,145.0029,Southern Metropolitan,10579
Bentleigh East,147b Bignell Rd,4,t,1389000,S,Jellis,2018-01-06,13.8,3165,3,1,2,501,216,1970,Glen Eira City Council,-37.922614333333335,145.06720166666668,Southern Metropolitan,10969
Carnegie,275A Koornang Rd,2,h,920000,S,hockingstuart,2017-06-17,10.1,3163,2,1,1,431,92,1970,Glen Eira City Council,-37.89785,145.05524,Southern Metropolitan,7822
Balwyn North,21 Riverside Av,3,h,2086000,S,Jellis,2017-03-18,9.2,3104,3,1,2,724,139,1970,Boroondara City Council,-37.79191300000001,145.084641,Southern Metropolitan,7809
Camberwell,8 Thomas St,4,h,1359154,VB,Buxton,2018-03-03,7.7,3124,4,2,2,720,216,1970,Boroondara City Council,-37.84303,145.09569,Southern Metropolitan,8920
Essendon West,17 Hoffmans Rd,4,h,1422000,S,Nelson,2016-06-04,9.8,3040,4,2,2,505,335,2013,Moonee Valley City Council,-37.7518,144.8897,Western Metropolitan,588
Greensborough,23 Bullanoo Ct,3,h,725000,S,Buckingham,2017-07-22,16.1,3088,3,2,2,672,139,1970,Banyule City Council,-37.68989,145.10698,Northern Metropolitan,8524
Fitzroy North,171 Scotchmer St,4,h,1870000,S,Jellis,2017-08-26,3.6,3068,4,3,1,248,173,1890,Moreland City Council,-37.7833,144.98521,Northern Metropolitan,6244
Ormond,688 North Rd,4,h,1486000,S,Buxton,2017-05-13,11.8,3204,4,2,1,618,216,1970,Glen Eira City Council,-37.9051,145.0473,Southern Metropolitan,3578
Pascoe Vale,1/28 Raeburn St,2,u,585000,SP,Brad,2018-01-06,8.5,3044,3,1,2,424,92,1970,Moreland City Council,-37.724265384615386,144.94037615384616,Northern Metropolitan,7485
Richmond,10/9 Westbank Tce,2,u,410000,PI,Jellis,2017-08-26,2.4,3121,3,1,2,953,92,1970,Yarra City Council,-37.82169944444444,145.00182,Northern Metropolitan,14949
Maidstone,18 Pullar St,2,h,468000,S,Burnham,2017-07-22,6.4,3012,2,1,2,312,89,1990,Maribyrnong City Council,-37.78353,144.87233,Western Metropolitan,3873
Ferntree Gully,71 Burke Rd,4,h,960000,S,Noel,2017-10-28,24.8,3156,4,2,2,815,216,1970,Knox City Council,-37.87514,145.27433,Eastern Metropolitan,10788
Malvern,8 Chesterfield Av,6,h,2619571,PN,RT,2017-06-24,5.9,3144,3,1,2,249,294,1970,Stonnington City Council,-37.85655071428572,145.03475285714288,Southern Metropolitan,4675
Niddrie,27 The Avenue,4,h,1751000,S,Barry,2017-06-17,10.4,3042,4,3,2,564,500,1970,Moonee Valley City Council,-37.73666,144.87725,Western Metropolitan,2291
Glen Iris,1/6 Hope St,3,t,1900000,VB,Jellis,2017-07-01,7.3,3146,3,1,2,574,139,1970,Boroondara City Council,-37.85696166666667,145.06454374999998,Southern Metropolitan,10412
Murrumbeena,1/22 Gerald St,4,t,1100000,SP,hockingstuart,2017-03-04,12.1,3163,4,3,2,286,160,1990,Glen Eira City Council,-37.8958,145.0696,Southern Metropolitan,4442
Glen Waverley,44 Grantley Dr,3,h,1056532,SN,Harcourts,2017-11-18,16.7,3150,3,1,2,673,139,1970,Monash City Council,-37.8673,145.1722,Eastern Metropolitan,15321
Reservoir,3/947 High St,3,u,1056532,PI,Harcourts,2016-11-07,11.2,3073,3,1,2,479,139,1970,Darebin City Council,-37.712091395348835,145.0096858139535,Northern Metropolitan,21650
Preston,70 Bruce St,3,h,800000,S,hockingstuart,2016-09-17,8.8,3072,3,3,2,421,139,1970,Darebin City Council,-37.7414,144.9932,Northern Metropolitan,14577
Brighton,35 Champion St,3,h,2320000,S,Nick,2016-09-24,11.2,3186,3,2,2,589,139,1970,Bayside City Council,-37.9253,145.0034,Southern Metropolitan,10579
St Kilda,403/64 Wellington St,2,u,460000,SP,LITTLE,2017-07-01,5.0,3182,2,1,1,0,92,1970,Port Phillip City Council,-37.85709,144.9873,Southern Metropolitan,13240
Malvern East,66 Millewa Av,3,h,1667000,S,Marshall,2017-11-25,8.4,3145,3,1,2,476,139,1970,Stonnington City Council,-37.8808,145.0759,Southern Metropolitan,8801
Keilor Park,5 Eaglefarm Ct,3,h,635000,S,Nelson,2018-03-10,10.4,3042,3,1,2,621,139,1970,Brimbank City Council,-37.71934,144.85659,Western Metropolitan,1119
Elwood,21 Austin Av,4,h,2780000,S,McGrath,2016-11-12,7.7,3184,3,1,2,399,216,1970,Port Phillip City Council,-37.8805525,144.98612812500002,Southern Metropolitan,8989
Elwood,34 Foam St,4,h,3040000,S,Greg,2018-03-17,7.2,3184,4,3,2,304,216,2005,Port Phillip City Council,-37.88731,144.98948,Southern Metropolitan,8989
Hampton,8/78 Holyrood St,1,u,413392,PI,Marshall,2017-05-13,13.7,3188,1,1,1,0,52,1970,Bayside City Council,-37.9339,145.0023,Southern Metropolitan,5454
Preston,62 Leicester St,4,h,1142500,S,hockingstuart,2016-08-28,8.8,3072,3,1,2,560,160,1970,Darebin City Council,-37.743,144.9914,Northern Metropolitan,14577
Murrumbeena,313 Poath Rd,3,h,1056532,SN,Ray,2016-04-23,12.1,3163,2,0,0,557,139,1970,Glen Eira City Council,-37.9072,145.0742,Southern Metropolitan,4442
Eaglemont,2/4 Cape St,3,u,1200000,S,Nelson,2017-10-14,8.9,3084,3,1,2,430,139,1970,Banyule City Council,-37.76293333333333,145.05986,Eastern Metropolitan,1651
Malvern East,13 Clarence St,4,h,2490000,S,Marshall,2016-07-30,11.2,3145,3,2,2,640,216,1970,Stonnington City Council,-37.8738,145.0415,Southern Metropolitan,8801
Surrey Hills,4/537 Whitehorse Rd,2,u,925000,VB,Noel,2017-05-20,11.2,3127,3,1,2,508,92,1970,Boroondara City Council,-37.82727764705882,145.09546647058824,Southern Metropolitan,5457
Mount Waverley,11 Mummery St,4,h,1705000,S,Biggin,2018-03-17,14.2,3149,4,2,2,806,216,1970,Monash City Council,-37.87923,145.12935,Eastern Metropolitan,13366
Carlton North,12/869 Drummond St,2,u,550000,PI,McGrath,2017-04-22,3.2,3054,3,1,2,339,92,1970,Melbourne City Council,-37.7839,144.971,Northern Metropolitan,3106
Preston,27 South St,3,h,923000,S,Love,2016-06-27,8.8,3072,3,1,0,333,118,1920,Darebin City Council,-37.7423,145.0097,Northern Metropolitan,14577
Reservoir,14 MacKenzie St,3,h,780000,PI,Barry,2017-11-25,12.0,3073,3,1,1,767,132,1960,Darebin City Council,-37.7039,144.9858,Northern Metropolitan,21650
Malvern,1C Glenview Av,3,t,1056532,PI,Marshall,2017-06-24,5.9,3144,3,1,2,249,139,1970,Stonnington City Council,-37.85655071428572,145.03475285714288,Southern Metropolitan,4675
Elwood,288 Barkly St,3,h,1561000,S,McGrath,2017-02-25,7.7,3184,3,2,0,218,139,1970,Port Phillip City Council,-37.8758,144.9798,Southern Metropolitan,8989
Fawkner,27 Vervale Av,3,h,661000,S,Raine,2017-07-29,13.1,3060,3,1,2,619,139,1970,Hume City Council,-37.71313,144.97248,Northern Metropolitan,5070
East Melbourne,10 Powlett St,6,h,2619571,S,RT,2018-01-06,1.3,3002,6,4,3,335,300,1870,Melbourne City Council,-37.81601,144.98549,Northern Metropolitan,3040
Fairfield,6/60 Rathmines St,2,u,795000,SP,Jellis,2017-10-28,5.7,3078,3,1,2,372,92,1970,Darebin City Council,-37.777115,145.0169325,Northern Metropolitan,2970
Balwyn,122 Winmalee Rd,3,h,3400000,PI,Jellis,2018-03-17,7.9,3103,3,2,4,1490,139,1970,Boroondara City Council,-37.80828,145.09503,Southern Metropolitan,5682
Yarraville,61 Eirene St,2,h,900000,SP,Sweeney,2017-07-22,6.3,3013,2,1,3,463,124,1940,Maribyrnong City Council,-37.82333,144.87955,Western Metropolitan,6543
West Footscray,101 Alma St,4,h,1600000,VB,Biggin,2017-10-28,6.4,3012,4,2,3,425,238,1926,Maribyrnong City Council,-37.7936,144.86437,Western Metropolitan,5058
Ringwood,2/8 Sussex St,3,t,1056532,PI,Noel,2017-08-26,19.9,3134,3,1,1,921,144,2010,Maroondah City Council,-37.82686,145.22591,Eastern Metropolitan,7785
Bayswater North,3/16 Dunlop Av,2,u,526000,S,McGrath,2018-02-10,23.2,3153,3,1,2,792,92,1970,Maroondah City Council,-37.828645,145.297185,Eastern Metropolitan,3598
Greenvale,24 Posy St,5,h,650000,PI,hockingstuart,2017-09-16,20.4,3059,5,2,2,512,239,2014,Hume City Council,-37.6248,144.87612,Northern Metropolitan,4864
Brunswick East,4/37 Brunswick Rd,2,u,656000,S,Collins,2016-12-10,4.5,3057,2,1,1,0,79,1960,Moreland City Council,-37.7786,144.9753,Northern Metropolitan,5533
Ivanhoe East,11 Oakdene Pl,3,h,1056532,S,Nelson,2016-05-07,9.0,3079,3,1,2,582,130,1950,Banyule City Council,-37.771,145.0592,Eastern Metropolitan,1554
Melton South,13 Bridge Rd,3,h,341000,S,YPA,2017-07-15,29.8,3338,3,2,4,578,139,1970,Melton City Council,-37.71432,144.57431,Western Victoria,4718
Templestowe Lower,12 MacEdon Ct,4,h,1495000,PI,Parkes,2017-08-19,12.4,3107,4,2,2,698,265,2000,Manningham City Council,-37.75815,145.11514,Eastern Metropolitan,5420
South Yarra,510/6 Murphy St,2,u,850000,VB,RT,2017-06-24,2.7,3141,3,1,2,427,92,1970,Melbourne City Council,-37.84183,144.99143846153845,Southern Metropolitan,14887
Bundoora,49 Nickson St,4,h,770000,S,Barry,2017-10-07,12.1,3083,4,2,1,537,142,1980,Banyule City Council,-37.69667,145.05403,Northern Metropolitan,10175
South Yarra,5/41 Caroline St,2,u,1075000,S,Jellis,2017-11-25,2.7,3141,3,1,2,427,92,1970,Melbourne City Council,-37.84183,144.99143846153845,Southern Metropolitan,14887
Mitcham,1/22 Walker Av,3,u,1075000,S,Parkes,2018-01-06,17.2,3132,3,1,2,745,139,1970,Whitehorse City Council,-37.813826,145.19653000000002,Eastern Metropolitan,6871
Northcote,7/9 Walker St,2,u,466000,SP,Nelson,2016-06-04,5.5,3070,3,1,2,478,92,1970,Darebin City Council,-37.7736540909091,145.0032418181818,Northern Metropolitan,11364
St Kilda,58 Octavia St,3,h,2100000,VB,The,2017-10-28,5.0,3182,3,1,2,149,139,1970,Port Phillip City Council,-37.85795,144.98648,Southern Metropolitan,13240
Broadmeadows,18 Gibson St,3,h,525000,S,YPA,2017-09-23,14.0,3047,3,2,1,486,139,1970,Hume City Council,-37.68959,144.91986,Northern Metropolitan,4294
Maribyrnong,31 Forge Cl,3,t,675000,SP,First,2016-05-22,8.7,3032,3,2,2,210,139,1970,Maribyrnong City Council,-37.7732,144.879,Western Metropolitan,4918
Reservoir,13 Clements Gr,2,h,635000,SP,Ray,2016-10-15,11.2,3073,2,2,2,654,92,1970,Darebin City Council,-37.7134,145.0235,Northern Metropolitan,21650
Mount Waverley,1/9 Charlton St,3,u,1110000,S,Barry,2018-03-03,14.2,3149,3,1,2,773,139,1970,Monash City Council,-37.87645352941176,145.12619647058824,Eastern Metropolitan,13366
St Kilda,27/10 Acland St,1,u,413392,S,hockingstuart,2017-07-08,5.0,3182,1,1,1,0,52,1960,Port Phillip City Council,-37.86295,144.97471,Southern Metropolitan,13240
Gisborne South,47 Tweddle Rd,4,h,1350000,SA,RT,2017-11-25,45.9,3437,4,2,8,40469,245,1990,Macedon Ranges Shire Council,-37.543,144.5969,Northern Victoria,290
Doncaster,3/20 Queens Av,3,t,901000,S,Jellis,2016-05-28,13.9,3108,3,1,2,491,139,1970,Manningham City Council,-37.78702,145.13044,Eastern Metropolitan,9028
Moonee Ponds,907/341 Ascot Vale Rd,2,u,439000,S,Frank,2017-04-08,6.9,3039,2,1,1,0,70,2005,Moonee Valley City Council,-37.7679,144.9245,Western Metropolitan,6232
Mount Waverley,14 Marsham Rd,3,h,1400000,PI,hockingstuart,2017-12-09,14.2,3149,3,1,2,773,139,1970,Monash City Council,-37.86275,145.13327,Eastern Metropolitan,13366
Kew,4 Franks Gr,4,h,2550000,S,Jellis,2016-09-10,5.6,3101,4,2,2,603,220,1930,Boroondara City Council,-37.8095,145.0391,Southern Metropolitan,10331
Burwood,42a Highbury Rd,5,h,757000,S,Fletchers,2016-09-17,11.7,3125,3,1,2,667,335,1970,Monash City Council,-37.85172,145.10803687499998,Southern Metropolitan,5678
Coburg North,15 Arthur St,3,h,940000,S,Nelson,2018-02-10,6.7,3058,3,2,2,653,115,1970,Darebin City Council,-37.72385,144.98324,Northern Metropolitan,3445
Balwyn,25 Percy St,5,h,2550000,S,Marshall,2016-12-10,9.7,3103,5,3,2,642,335,1930,Boroondara City Council,-37.8096,145.0735,Southern Metropolitan,5682
Heidelberg West,1 Normanby Ct,3,h,810000,S,Barry,2017-04-22,9.4,3081,3,2,0,747,139,1970,Banyule City Council,-37.7348,145.0402,Eastern Metropolitan,2674
Fairfield,2/105 Perry St,2,u,763562,SN,Miles,2017-06-17,5.7,3078,2,1,1,145,92,1970,Darebin City Council,-37.77358,145.02392,Northern Metropolitan,2970
Ascot Vale,11 Medley Wk,4,t,1075000,S,Nelson,2018-02-10,4.3,3032,3,1,2,532,216,1970,Moonee Valley City Council,-37.77722555555556,144.91406999999998,Western Metropolitan,6567
Hawthorn East,308/36 Lilydale Gr,1,u,413392,W,Barry,2017-10-28,6.2,3123,3,1,2,259,52,1970,Boroondara City Council,-37.82905000000001,145.04966266666668,Southern Metropolitan,6482
Croydon,5 Kenmare Av,5,h,2400000,PI,McGrath,2017-09-23,23.0,3136,5,4,4,742,335,1970,Maroondah City Council,-37.79269,145.27179,Eastern Metropolitan,11925
Glen Iris,8 Courang Rd,4,h,1359154,S,Jellis,2017-03-18,9.2,3146,4,2,2,780,216,1930,Boroondara City Council,-37.8613,145.0708,Southern Metropolitan,10412
Ashburton,4 Sky La,3,h,1595000,S,Jellis,2017-10-28,10.2,3147,3,2,1,416,139,2000,Boroondara City Council,-37.86783,145.08307,Southern Metropolitan,3052
Werribee,17 Timbarra Dr,4,h,665000,S,hockingstuart,2017-07-22,14.7,3030,4,2,2,520,201,2014,Wyndham City Council,-37.91859,144.64143,Western Metropolitan,16166
Thornbury,1/15 Ballantyne St,2,h,835000,S,Jellis,2017-11-25,7.0,3071,3,1,2,322,92,1970,Darebin City Council,-37.75841153846154,145.00087615384615,Northern Metropolitan,8870
Coburg,2/22 Loch St,2,t,638000,S,Jellis,2017-09-16,6.7,3058,2,1,1,419,92,1970,Darebin City Council,-37.7472,144.96213,Northern Metropolitan,11204
Vermont,62 Scott St,3,h,903000,S,Fletchers,2017-12-09,17.2,3133,3,1,4,711,152,1935,Maroondah City Council,-37.83315,145.2026,Eastern Metropolitan,4181
Keilor East,92 Noga Av,4,h,891000,S,Barry,2017-05-20,12.8,3033,3,1,2,477,216,1970,Brimbank City Council,-37.742668,144.86498266666666,Western Metropolitan,5629
Oakleigh,1482 Dandenong Rd,3,h,1056532,SP,Woodards,2017-03-18,14.0,3166,3,1,1,0,127,1940,Monash City Council,-37.8971,145.0987,Southern Metropolitan,3224
Westmeadows,39 Arnside Cr,4,h,610000,S,YPA,2017-12-09,16.5,3049,4,2,2,546,216,1970,Hume City Council,-37.68068,144.87375,Northern Metropolitan,2474
Glen Iris,1 Aintree Rd,4,h,1359154,SP,Marshall,2016-09-10,9.2,3146,4,3,4,349,216,1970,Boroondara City Council,-37.858,145.0433,Southern Metropolitan,10412
Bentleigh East,1a Wamba Rd,4,t,1325000,S,Buxton,2016-10-15,13.9,3165,3,1,2,501,216,1970,Glen Eira City Council,-37.922614333333335,145.06720166666668,Southern Metropolitan,10969
Camberwell,45 Fairview Av,4,h,1359154,SP,Marshall,2016-12-03,7.8,3124,3,1,2,580,216,1970,Boroondara City Council,-37.8404904347826,145.07541869565216,Southern Metropolitan,8920
Williamstown,10 Crofton Dr,5,h,2040000,S,Greg,2017-05-13,8.0,3016,5,3,2,531,288,1997,Hobsons Bay City Council,-37.8629,144.8781,Western Metropolitan,6380
Bentleigh East,27 Neville St,4,h,1960000,S,hockingstuart,2017-03-04,13.9,3165,4,2,4,601,216,1970,Glen Eira City Council,-37.9234,145.0533,Southern Metropolitan,10969
Canterbury,17 View St,3,h,3725000,S,Marshall,2017-05-13,9.0,3126,3,2,2,857,250,1970,Boroondara City Council,-37.8203,145.0785,Southern Metropolitan,3265
Camberwell,3 West Ct,3,h,1056532,S,Marshall,2016-07-26,7.8,3124,3,2,2,694,154,1950,Boroondara City Council,-37.8402,145.0935,Southern Metropolitan,8920
South Yarra,6 Peter St,3,t,1056532,SN,Kay,2017-09-03,2.7,3141,3,2,2,427,312,2010,Melbourne City Council,-37.84268,144.98874,Southern Metropolitan,14887
Brighton,115 Male St,2,h,763562,S,Marshall,2018-03-03,10.5,3186,2,1,1,216,92,1970,Bayside City Council,-37.90951,145.00466,Southern Metropolitan,10579
Braybrook,2/11 Dobson Cr,3,u,580000,PI,Douglas,2017-10-14,8.6,3019,3,1,2,653,139,1970,Maribyrnong City Council,-37.790773333333334,144.85385666666667,Western Metropolitan,3589
Box Hill,1089 Whitehorse Rd,10,h,1090117,S,Woodards,2016-09-10,13.1,3128,9,3,2,860,155,1970,Whitehorse City Council,-37.8188,145.1323,Eastern Metropolitan,4605
Fairfield,293a Gillies St,4,h,1575000,S,Jellis,2017-09-09,5.7,3078,3,1,2,372,216,1970,Darebin City Council,-37.777115,145.0169325,Northern Metropolitan,2970
Moorabbin,22 William St,4,h,1359154,PI,Buxton,2016-12-10,14.6,3189,4,2,2,587,194,1970,Kingston City Council,-37.9432,145.045,Southern Metropolitan,2555
Prahran,16/67 High St,2,u,763562,S,Jellis,2016-05-28,4.5,3181,2,1,1,0,74,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717
North Melbourne,357 Flemington Rd,3,h,1285000,PI,J,2017-05-27,1.8,3051,3,1,1,170,147,1990,Melbourne City Council,-37.79074,144.94324,Northern Metropolitan,6821
Gladstone Park,328 Carrick Dr,5,h,675000,SP,YPA,2017-06-17,12.9,3043,5,2,2,565,335,1970,Hume City Council,-37.68302,144.89327,Western Metropolitan,3285
Carlton North,40 Ogrady St,2,h,1330000,S,Nelson,2016-10-15,3.2,3054,2,1,0,116,92,1970,Melbourne City Council,-37.7904,144.9726,Northern Metropolitan,3106
Port Melbourne,349 Princes St,2,h,763562,VB,Greg,2017-10-28,3.5,3207,2,1,0,710,59,1880,Melbourne City Council,-37.83482,144.94269,Southern Metropolitan,8648
Kensington,15 Taylor Mw,2,t,717000,S,Nelson,2017-05-20,4.2,3031,3,1,2,88,92,1970,Melbourne City Council,-37.793755000000004,144.93149666666667,Northern Metropolitan,5263
Niddrie,40 Hotham Rd,2,h,1370000,S,Frank,2017-09-03,10.4,3042,2,1,0,650,92,1970,Moonee Valley City Council,-37.73612,144.88474,Western Metropolitan,2291
Werribee,2/30 Silvereye Cr,2,u,325000,SP,Greg,2017-09-23,14.7,3030,2,1,1,690,101,1990,Wyndham City Council,-37.87918,144.67528,Western Metropolitan,16166
Brunswick,9 Blyth St,4,h,1515000,S,Jellis,2017-07-08,5.2,3056,4,2,2,236,194,1890,Moreland City Council,-37.76549,144.96366,Northern Metropolitan,11918
Parkdale,3/19 Herbert St,2,u,700000,PI,O'Brien,2018-03-17,21.5,3195,3,1,2,680,92,1970,Kingston City Council,-37.99169,145.07884333333334,South-Eastern Metropolitan,5087
Fitzroy,3/241 Napier St,3,h,1670000,PI,Nelson,2017-11-11,2.1,3065,3,1,2,816,139,1970,Yarra City Council,-37.79564142857142,144.97991714285715,Northern Metropolitan,5825
Parkville,2/86 Cade Wy,2,u,500000,VB,Jellis,2017-02-11,2.6,3052,3,1,2,1383,92,1970,Melbourne City Council,-37.78151,144.95817499999998,Northern Metropolitan,2309
Ivanhoe,4/13 Ivanhoe Pde,2,u,705000,S,Miles,2016-12-10,7.9,3079,2,1,1,94,92,1970,Banyule City Council,-37.7679,145.0452,Eastern Metropolitan,5549
Reservoir,20 York St,3,h,1400000,S,Raine,2017-09-23,12.0,3073,3,1,6,667,115,1920,Darebin City Council,-37.72765,144.98953,Northern Metropolitan,21650
Toorak,113 Grange Rd,6,h,2800000,S,Marshall,2017-07-01,4.1,3142,6,2,2,581,294,1970,Stonnington City Council,-37.83195,145.01215,Southern Metropolitan,7217
St Kilda,2 Alfred Sq,4,h,3600000,VB,Marshall,2018-03-17,5.0,3182,4,2,1,596,293,1880,Port Phillip City Council,-37.86429,144.97382,Southern Metropolitan,13240
Cremorne,28 Kelso St,3,h,1056532,PI,RT,2016-07-26,2.5,3121,3,2,1,0,139,1970,Yarra City Council,-37.8283,144.99,Northern Metropolitan,1123
Coburg,11 Lobb St,4,h,1350000,SP,Barry,2017-10-28,6.7,3058,4,2,1,404,172,1920,Darebin City Council,-37.7401,144.96505,Northern Metropolitan,11204
Prahran,4/10 Williams Rd,2,u,585000,PI,Biggin,2016-09-10,4.5,3181,2,1,1,0,87,1960,Stonnington City Council,-37.8581,145.0017,Southern Metropolitan,7717
Blackburn South,19 Orchard Gr,4,h,1359154,S,Noel,2017-11-18,13.4,3130,4,2,4,742,216,1970,Whitehorse City Council,-37.8338,145.1476,Eastern Metropolitan,4387
Knoxfield,27 Belindavale Dr,4,h,980000,S,Barry,2017-10-14,23.3,3180,4,3,2,666,216,1970,Knox City Council,-37.88343,145.24081,Eastern Metropolitan,2949
Ivanhoe,30 Oriel Rd,3,h,1220000,S,Ray,2017-02-11,7.9,3079,3,1,1,687,110,1975,Banyule City Council,-37.7634,145.0361,Eastern Metropolitan,5549
